Runtime: 0.083s
ǁ: [3,1,3,2]
⎷: [3,1,3,1,4]
┑: [3,1,3,1,3]
ђ: [3,1,3,1,2,4]
׀: [3,1,3,1,2,3]
◈: [3,1,3,1,2,2]
҉: [3,1,3,1,2,1]
⊪: [3,1,3,1,2,0]
Ɂ: [3,1,3,1,1]
Ɐ: [3,1,3,1,0,4]
⎋: [3,1,3,1,0,3]
↯: [3,1,3,1,0,2]
я: [3,1,3,1,0,1]
⍵: [3,1,3,1,0,0]
▨: [3,1,3,0,4]
⊝: [3,1,3,0,3]
Œ: [3,1,3,0,2,4]
Ề: [3,1,3,0,2,3]
T: [3,1,3,0,2,2]
⏖: [3,1,3,0,2,1]
ȳ: [3,1,3,0,2,0]
Ǹ: [3,1,3,0,1,4]
℠: [3,1,3,0,1,3]
Ü: [3,1,3,0,1,2]
έ: [3,1,3,0,1,1]
Н: [3,1,3,0,1,0]
ḅ: [3,1,3,0,0,4]
∾: [3,1,3,0,0,3]
ẛ: [3,1,3,0,0,2]
’: [3,1,3,0,0,1]
֤: [3,1,3,0,0,0,4]
ṑ: [3,1,3,0,0,0,3]
⸧: [3,1,3,0,0,0,2]
Ƀ: [3,1,3,0,0,0,1]
Ӑ: [3,1,3,0,0,0,0]
ℚ: [3,1,2,4]
┄: [3,1,2,3]
⎖: [3,1,2,2,4]
ӌ: [3,1,2,2,3]
Ṳ: [3,1,2,2,2]
ñ: [3,1,2,2,1,4]
⊭: [3,1,2,2,1,3]
▹: [3,1,2,2,1,2]
⋴: [3,1,2,2,1,1]
ֵ: [3,1,2,2,1,0]
═: [3,1,2,2,0,4]
∁: [3,1,2,2,0,3]
ⅇ: [3,1,2,2,0,2]
ѷ: [3,1,2,2,0,1]
⋉: [3,1,2,2,0,0]
╾: [3,1,2,1,4]
☉: [3,1,2,1,3,4]
Ƈ: [3,1,2,1,3,3]
∰: [3,1,2,1,3,2]
ħ: [3,1,2,1,3,1]
Μ: [3,1,2,1,3,0]
ℂ: [3,1,2,1,2,4]
⛗: [3,1,2,1,2,3]
ƭ: [3,1,2,1,2,2]
ḑ: [3,1,2,1,2,1]
г: [3,1,2,1,2,0]
³: [3,1,2,1,1,4]
Á: [3,1,2,1,1,3]
ł: [3,1,2,1,1,2]
ⱼ: [3,1,2,1,1,1]
⏡: [3,1,2,1,1,0]
♻: [3,1,2,1,0]
Т: [3,1,2,0,4]
⌯: [3,1,2,0,3]
ṏ: [3,1,2,0,2,4]
∔: [3,1,2,0,2,3]
ǈ: [3,1,2,0,2,2]
⸒: [3,1,2,0,2,1]
ṇ: [3,1,2,0,2,0]
◡: [3,1,2,0,1,4]
⹂: [3,1,2,0,1,3]
∳: [3,1,2,0,1,2]
5: [3,1,2,0,1,1]
⌦: [3,1,2,0,1,0]
⛯: [3,1,2,0,0]
Ḣ: [3,1,1,4]
Ǻ: [3,1,1,3,4]
☌: [3,1,1,3,3]
∷: [3,1,1,3,2,4]
☍: [3,1,1,3,2,3]
ƥ: [3,1,1,3,2,2]
⌋: [3,1,1,3,2,1]
≑: [3,1,1,3,2,0]
*: [3,1,1,3,1,4]
љ: [3,1,1,3,1,3]
◍: [3,1,1,3,1,2]
ָ: [3,1,1,3,1,1]
╙: [3,1,1,3,1,0]
ń: [3,1,1,3,0,4]
Ƹ: [3,1,1,3,0,3]
┨: [3,1,1,3,0,2]
Ằ: [3,1,1,3,0,1]
⋿: [3,1,1,3,0,0]
⌎: [3,1,1,2]
⁈: [3,1,1,1,4]
Ḓ: [3,1,1,1,3]
⅂: [3,1,1,1,2,4]
⊍: [3,1,1,1,2,3]
֣: [3,1,1,1,2,2]
ŭ: [3,1,1,1,2,1]
ï: [3,1,1,1,2,0]
⛉: [3,1,1,1,1,4]
ŧ: [3,1,1,1,1,3]
╽: [3,1,1,1,1,2]
⋕: [3,1,1,1,1,1]
┬: [3,1,1,1,1,0]
ǻ: [3,1,1,1,0]
Ǥ: [3,1,1,0]
Ỿ: [3,1,0,4]
ẽ: [3,1,0,3,4]
ұ: [3,1,0,3,3]
⍆: [3,1,0,3,2]
ץ: [3,1,0,3,1,4]
ƺ: [3,1,0,3,1,3]
ב: [3,1,0,3,1,2]
ӣ: [3,1,0,3,1,1]
ӻ: [3,1,0,3,1,0]
⎑: [3,1,0,3,0,4]
⌮: [3,1,0,3,0,3]
⋚: [3,1,0,3,0,2]
ḋ: [3,1,0,3,0,1]
⁘: [3,1,0,3,0,0,4]
╘: [3,1,0,3,0,0,3]
”: [3,1,0,3,0,0,2]
•: [3,1,0,3,0,0,1]
с: [3,1,0,3,0,0,0]
☙: [3,1,0,2]
╠: [3,1,0,1]
Ξ: [3,1,0,0]
Ƕ: [3,0,4,4]
‹: [3,0,4,3]
Ḻ: [3,0,4,2]
ṙ: [3,0,4,1,4]
−: [3,0,4,1,3]
ņ: [3,0,4,1,2]
♥: [3,0,4,1,1]
Ł: [3,0,4,1,0]
╥: [3,0,4,0,4]
⍸: [3,0,4,0,3]
Ŝ: [3,0,4,0,2]
⹁: [3,0,4,0,1]
⋄: [3,0,4,0,0]
☢: [3,0,3,4]
Ḇ: [3,0,3,3]
ǉ: [3,0,3,2,4]
⇏: [3,0,3,2,3]
‱: [3,0,3,2,2,4]
☱: [3,0,3,2,2,3]
ѧ: [3,0,3,2,2,2]
⌀: [3,0,3,2,2,1]
Ỷ: [3,0,3,2,2,0]
Ᵽ: [3,0,3,2,1]
Ż: [3,0,3,2,0,4]
Ǐ: [3,0,3,2,0,3]
┧: [3,0,3,2,0,2]
¹: [3,0,3,2,0,1]
∱: [3,0,3,2,0,0]
Ǣ: [3,0,3,1,4]
◿: [3,0,3,1,3]
ό: [3,0,3,1,2]
⍅: [3,0,3,1,1]
↠: [3,0,3,1,0,4]
′: [3,0,3,1,0,3]
⚓: [3,0,3,1,0,2]
⹚: [3,0,3,1,0,1]
▫: [3,0,3,1,0,0,4]
∇: [3,0,3,1,0,0,3]
Ϛ: [3,0,3,1,0,0,2]
נ: [3,0,3,1,0,0,1]
⅀: [3,0,3,1,0,0,0]
Ȼ: [3,0,3,0,4]
⏈: [3,0,3,0,3,4]
Ė: [3,0,3,0,3,3]
0: [3,0,3,0,3,2]
ǩ: [3,0,3,0,3,1]
ƚ: [3,0,3,0,3,0]
⇚: [3,0,3,0,2,4]
⎌: [3,0,3,0,2,3]
☀: [3,0,3,0,2,2]
r: [3,0,3,0,2,1]
ƣ: [3,0,3,0,2,0]
⚽: [3,0,3,0,1,4]
Ẽ: [3,0,3,0,1,3]
≪: [3,0,3,0,1,2]
Ⱪ: [3,0,3,0,1,1]
Ỉ: [3,0,3,0,1,0,4]
⹉: [3,0,3,0,1,0,3]
ỷ: [3,0,3,0,1,0,2]
⊢: [3,0,3,0,1,0,1]
≳: [3,0,3,0,1,0,0]
╇: [3,0,3,0,0]
⹀: [3,0,2,4]
Ǎ: [3,0,2,3]
Ȅ: [3,0,2,2]
≋: [3,0,2,1,4]
⍏: [3,0,2,1,3]
‑: [3,0,2,1,2,4]
▼: [3,0,2,1,2,3]
∕: [3,0,2,1,2,2]
П: [3,0,2,1,2,1]
Ŕ: [3,0,2,1,2,0]
⸛: [3,0,2,1,1,4]
ḃ: [3,0,2,1,1,3]
ǯ: [3,0,2,1,1,2]
☹: [3,0,2,1,1,1]
▿: [3,0,2,1,1,0]
¶: [3,0,2,1,0]
ủ: [3,0,2,0,4]
↓: [3,0,2,0,3]
Е: [3,0,2,0,2,4]
Ҧ: [3,0,2,0,2,3]
⸄: [3,0,2,0,2,2]
⸎: [3,0,2,0,2,1]
ƀ: [3,0,2,0,2,0]
⋧: [3,0,2,0,1,4]
⁊: [3,0,2,0,1,3]
.: [3,0,2,0,1,2]
◀: [3,0,2,0,1,1]
Ƴ: [3,0,2,0,1,0,4]
┈: [3,0,2,0,1,0,3]
ύ: [3,0,2,0,1,0,2]
⍌: [3,0,2,0,1,0,1]
⏮: [3,0,2,0,1,0,0]
‖: [3,0,2,0,0]
℞: [3,0,1,4]
ℿ: [3,0,1,3,4]
∙: [3,0,1,3,3]
Ӟ: [3,0,1,3,2]
׳: [3,0,1,3,1,4]
Ȕ: [3,0,1,3,1,3]
Ỻ: [3,0,1,3,1,2]
∘: [3,0,1,3,1,1]
▲: [3,0,1,3,1,0]
´: [3,0,1,3,0]
⎿: [3,0,1,2,4]
ƞ: [3,0,1,2,3]
⊬: [3,0,1,2,2,4]
♾: [3,0,1,2,2,3]
⍧: [3,0,1,2,2,2]
⍻: [3,0,1,2,2,1]
◽: [3,0,1,2,2,0]
Ǔ: [3,0,1,2,1,4]
╂: [3,0,1,2,1,3]
″: [3,0,1,2,1,2]
⛋: [3,0,1,2,1,1]
ҷ: [3,0,1,2,1,0]
↴: [3,0,1,2,0,4]
⊏: [3,0,1,2,0,3]
⇒: [3,0,1,2,0,2]
Ɑ: [3,0,1,2,0,1]
≥: [3,0,1,2,0,0]
⎭: [3,0,1,1,4]
Р: [3,0,1,1,3]
Ǡ: [3,0,1,1,2]
‶: [3,0,1,1,1]
ҕ: [3,0,1,1,0]
ð: [3,0,1,0]
↫: [3,0,0,4]
⋍: [3,0,0,3,4]
⚍: [3,0,0,3,3,4]
≼: [3,0,0,3,3,3]
⋢: [3,0,0,3,3,2]
F: [3,0,0,3,3,1]
☋: [3,0,0,3,3,0]
⸽: [3,0,0,3,2]
ƾ: [3,0,0,3,1,4]
⌜: [3,0,0,3,1,3]
⊯: [3,0,0,3,1,2]
⛟: [3,0,0,3,1,1]
⸫: [3,0,0,3,1,0]
Ć: [3,0,0,3,0,4]
⚃: [3,0,0,3,0,3]
ֺ: [3,0,0,3,0,2]
Г: [3,0,0,3,0,1,4]
Ӈ: [3,0,0,3,0,1,3]
ĳ: [3,0,0,3,0,1,2]
⎬: [3,0,0,3,0,1,1]
┞: [3,0,0,3,0,1,0]
ấ: [3,0,0,3,0,0,4]
⏌: [3,0,0,3,0,0,3]
╮: [3,0,0,3,0,0,2]
ͼ: [3,0,0,3,0,0,1]
ṷ: [3,0,0,3,0,0,0]
Ɫ: [3,0,0,2,4]
⋤: [3,0,0,2,3]
ĥ: [3,0,0,2,2]
⎂: [3,0,0,2,1,4]
Ћ: [3,0,0,2,1,3]
⎲: [3,0,0,2,1,2]
Ȩ: [3,0,0,2,1,1]
о: [3,0,0,2,1,0,4]
╝: [3,0,0,2,1,0,3]
ѿ: [3,0,0,2,1,0,2]
⸭: [3,0,0,2,1,0,1]
ǿ: [3,0,0,2,1,0,0]
Ḷ: [3,0,0,2,0,4]
ℵ: [3,0,0,2,0,3]
õ: [3,0,0,2,0,2,4]
ɉ: [3,0,0,2,0,2,3]
⏳: [3,0,0,2,0,2,2]
Ẩ: [3,0,0,2,0,2,1]
┊: [3,0,0,2,0,2,0]
♓: [3,0,0,2,0,1,4]
š: [3,0,0,2,0,1,3]
ℙ: [3,0,0,2,0,1,2]
ג: [3,0,0,2,0,1,1]
ם: [3,0,0,2,0,1,0]
≘: [3,0,0,2,0,0,4]
ṳ: [3,0,0,2,0,0,3]
Ҽ: [3,0,0,2,0,0,2]
ḫ: [3,0,0,2,0,0,1]
≺: [3,0,0,2,0,0,0]
♱: [3,0,0,1,4]
ⱪ: [3,0,0,1,3]
◂: [3,0,0,1,2,4]
¸: [3,0,0,1,2,3]
ặ: [3,0,0,1,2,2]
≙: [3,0,0,1,2,1]
ṯ: [3,0,0,1,2,0,4]
⚩: [3,0,0,1,2,0,3]
Ắ: [3,0,0,1,2,0,2]
ɂ: [3,0,0,1,2,0,1]
ⱡ: [3,0,0,1,2,0,0]
ℸ: [3,0,0,1,1,4]
ѫ: [3,0,0,1,1,3]
ℒ: [3,0,0,1,1,2,4]
У: [3,0,0,1,1,2,3]
⏹: [3,0,0,1,1,2,2]
⋒: [3,0,0,1,1,2,1]
☄: [3,0,0,1,1,2,0]
♕: [3,0,0,1,1,1,4]
D: [3,0,0,1,1,1,3]
≏: [3,0,0,1,1,1,2]
ẜ: [3,0,0,1,1,1,1]
⊕: [3,0,0,1,1,1,0]
Ҩ: [3,0,0,1,1,0,4]
֠: [3,0,0,1,1,0,3]
Ӝ: [3,0,0,1,1,0,2]
◤: [3,0,0,1,1,0,1]
╫: [3,0,0,1,1,0,0]
⍭: [3,0,0,1,0,4]
〈: [3,0,0,1,0,3,4]
±: [3,0,0,1,0,3,3]
ḁ: [3,0,0,1,0,3,2]
☏: [3,0,0,1,0,3,1]
☮: [3,0,0,1,0,3,0]
■: [3,0,0,1,0,2]
▱: [3,0,0,1,0,1]
☺: [3,0,0,1,0,0]
⁁: [3,0,0,0]
Ġ: [2,4]
≡: [2,3,4]
f: [2,3,3]
⍱: [2,3,2,4]
⌌: [2,3,2,3]
◮: [2,3,2,2,4]
Ν: [2,3,2,2,3]
┦: [2,3,2,2,2]
◞: [2,3,2,2,1]
č: [2,3,2,2,0]
↪: [2,3,2,1,4]
ẍ: [2,3,2,1,3]
⅊: [2,3,2,1,2,4]
ḵ: [2,3,2,1,2,3]
⸂: [2,3,2,1,2,2]
⏙: [2,3,2,1,2,1]
ō: [2,3,2,1,2,0]
^: [2,3,2,1,1,4]
ҫ: [2,3,2,1,1,3]
⋶: [2,3,2,1,1,2]
↡: [2,3,2,1,1,1]
⍁: [2,3,2,1,1,0]
Ẑ: [2,3,2,1,0,4]
װ: [2,3,2,1,0,3]
ֻ: [2,3,2,1,0,2]
♡: [2,3,2,1,0,1]
ⱸ: [2,3,2,1,0,0]
⏅: [2,3,2,0,4]
◫: [2,3,2,0,3,4]
Ļ: [2,3,2,0,3,3]
Ạ: [2,3,2,0,3,2]
♵: [2,3,2,0,3,1]
þ: [2,3,2,0,3,0]
⌉: [2,3,2,0,2]
ⱨ: [2,3,2,0,1]
Ʌ: [2,3,2,0,0]
Ń: [2,3,1,4]
≁: [2,3,1,3]
⎏: [2,3,1,2,4]
‿: [2,3,1,2,3]
ξ: [2,3,1,2,2]
Й: [2,3,1,2,1,4]
Ṇ: [2,3,1,2,1,3]
⛁: [2,3,1,2,1,2]
⋠: [2,3,1,2,1,1]
ҩ: [2,3,1,2,1,0]
╔: [2,3,1,2,0,4]
⇓: [2,3,1,2,0,3]
‼: [2,3,1,2,0,2]
Χ: [2,3,1,2,0,1]
ױ: [2,3,1,2,0,0]
╞: [2,3,1,1,4]
⹒: [2,3,1,1,3,4]
ȱ: [2,3,1,1,3,3]
⇠: [2,3,1,1,3,2]
»: [2,3,1,1,3,1]
Ι: [2,3,1,1,3,0]
⁏: [2,3,1,1,2,4]
⚇: [2,3,1,1,2,3]
Ũ: [2,3,1,1,2,2]
ע: [2,3,1,1,2,1]
đ: [2,3,1,1,2,0]
¤: [2,3,1,1,1,4]
⸲: [2,3,1,1,1,3]
ą: [2,3,1,1,1,2]
⌣: [2,3,1,1,1,1]
∶: [2,3,1,1,1,0]
Ḭ: [2,3,1,1,0]
◆: [2,3,1,0]
∸: [2,3,0,4]
Ď: [2,3,0,3,4]
⌸: [2,3,0,3,3]
↚: [2,3,0,3,2,4]
⸬: [2,3,0,3,2,3]
҅: [2,3,0,3,2,2]
⌇: [2,3,0,3,2,1]
↕: [2,3,0,3,2,0]
ⱻ: [2,3,0,3,1,4]
Ѐ: [2,3,0,3,1,3]
⏄: [2,3,0,3,1,2]
Ә: [2,3,0,3,1,1]
⎇: [2,3,0,3,1,0]
⚤: [2,3,0,3,0]
☷: [2,3,0,2,4]
8: [2,3,0,2,3]
⛔: [2,3,0,2,2,4]
È: [2,3,0,2,2,3]
ỏ: [2,3,0,2,2,2]
⇋: [2,3,0,2,2,1]
Ҷ: [2,3,0,2,2,0]
ΰ: [2,3,0,2,1,4]
Ȥ: [2,3,0,2,1,3]
Ǭ: [2,3,0,2,1,2]
Ů: [2,3,0,2,1,1]
ё: [2,3,0,2,1,0]
Ӽ: [2,3,0,2,0]
‰: [2,3,0,1,4]
©: [2,3,0,1,3]
Ỡ: [2,3,0,1,2,4]
≐: [2,3,0,1,2,3]
ѽ: [2,3,0,1,2,2]
ĉ: [2,3,0,1,2,1]
♭: [2,3,0,1,2,0]
⚄: [2,3,0,1,1,4]
ȑ: [2,3,0,1,1,3]
⋡: [2,3,0,1,1,2]
N: [2,3,0,1,1,1]
Ⅎ: [2,3,0,1,1,0]
▮: [2,3,0,1,0]
≌: [2,3,0,0]
ц: [2,2,4]
↼: [2,2,3]
ṁ: [2,2,2,4]
#: [2,2,2,3]
┤: [2,2,2,2]
⎤: [2,2,2,1,4]
ẘ: [2,2,2,1,3]
ȸ: [2,2,2,1,2,4]
ש: [2,2,2,1,2,3]
⚣: [2,2,2,1,2,2]
Ɔ: [2,2,2,1,2,1]
‴: [2,2,2,1,2,0]
┏: [2,2,2,1,1,4]
): [2,2,2,1,1,3]
֝: [2,2,2,1,1,2]
⛱: [2,2,2,1,1,1]
ⱷ: [2,2,2,1,1,0]
⛹: [2,2,2,1,0,4]
⌢: [2,2,2,1,0,3]
⁃: [2,2,2,1,0,2]
ח: [2,2,2,1,0,1]
ℛ: [2,2,2,1,0,0]
┠: [2,2,2,0,4]
ḟ: [2,2,2,0,3]
÷: [2,2,2,0,2]
ǘ: [2,2,2,0,1,4]
Ị: [2,2,2,0,1,3]
Ð: [2,2,2,0,1,2]
ų: [2,2,2,0,1,1]
⛎: [2,2,2,0,1,0]
Ң: [2,2,2,0,0,4]
ℌ: [2,2,2,0,0,3]
Ḧ: [2,2,2,0,0,2]
◸: [2,2,2,0,0,1]
⁂: [2,2,2,0,0,0]
Ṁ: [2,2,1,4]
ⱴ: [2,2,1,3,4]
Ţ: [2,2,1,3,3]
⚯: [2,2,1,3,2,4]
⁆: [2,2,1,3,2,3]
ķ: [2,2,1,3,2,2]
⚶: [2,2,1,3,2,1]
ӊ: [2,2,1,3,2,0]
Ζ: [2,2,1,3,1,4]
ӳ: [2,2,1,3,1,3]
⸶: [2,2,1,3,1,2]
☐: [2,2,1,3,1,1]
☃: [2,2,1,3,1,0]
⚫: [2,2,1,3,0,4]
☒: [2,2,1,3,0,3]
:: [2,2,1,3,0,2]
Ṙ: [2,2,1,3,0,1]
▻: [2,2,1,3,0,0]
U: [2,2,1,2,4]
⏀: [2,2,1,2,3]
Ό: [2,2,1,2,2]
Ɽ: [2,2,1,2,1,4]
Ž: [2,2,1,2,1,3]
—: [2,2,1,2,1,2]
Ь: [2,2,1,2,1,1]
┰: [2,2,1,2,1,0]
R: [2,2,1,2,0,4]
Ç: [2,2,1,2,0,3]
≠: [2,2,1,2,0,2]
⚥: [2,2,1,2,0,1]
⏒: [2,2,1,2,0,0]
Š: [2,2,1,1,4]
⋈: [2,2,1,1,3]
Ǒ: [2,2,1,1,2,4]
⇄: [2,2,1,1,2,3]
ǋ: [2,2,1,1,2,2]
ь: [2,2,1,1,2,1]
ḧ: [2,2,1,1,2,0]
А: [2,2,1,1,1,4]
┻: [2,2,1,1,1,3]
Ṫ: [2,2,1,1,1,2]
ầ: [2,2,1,1,1,1]
⊾: [2,2,1,1,1,0]
⇟: [2,2,1,1,0,4]
ΐ: [2,2,1,1,0,3]
ḛ: [2,2,1,1,0,2]
': [2,2,1,1,0,1]
●: [2,2,1,1,0,0,4]
↾: [2,2,1,1,0,0,3]
Ɍ: [2,2,1,1,0,0,2]
Ұ: [2,2,1,1,0,0,1]
Ḵ: [2,2,1,1,0,0,0]
ḇ: [2,2,1,0]
╊: [2,2,0,4]
⸹: [2,2,0,3,4]
Y: [2,2,0,3,3,4]
ρ: [2,2,0,3,3,3]
⏗: [2,2,0,3,3,2]
Α: [2,2,0,3,3,1]
ṥ: [2,2,0,3,3,0]
;: [2,2,0,3,2,4]
Ε: [2,2,0,3,2,3]
≨: [2,2,0,3,2,2]
⸰: [2,2,0,3,2,1]
⹈: [2,2,0,3,2,0]
й: [2,2,0,3,1,4]
⇀: [2,2,0,3,1,3]
◑: [2,2,0,3,1,2]
⎕: [2,2,0,3,1,1]
⛍: [2,2,0,3,1,0]
Ʈ: [2,2,0,3,0]
ϡ: [2,2,0,2,4]
▩: [2,2,0,2,3]
⇺: [2,2,0,2,2]
Һ: [2,2,0,2,1,4]
☵: [2,2,0,2,1,3]
⌤: [2,2,0,2,1,2]
⌳: [2,2,0,2,1,1]
∆: [2,2,0,2,1,0]
≅: [2,2,0,2,0,4]
⎐: [2,2,0,2,0,3]
⊼: [2,2,0,2,0,2]
⸨: [2,2,0,2,0,1]
ѻ: [2,2,0,2,0,0]
℁: [2,2,0,1,4]
⏃: [2,2,0,1,3,4]
ư: [2,2,0,1,3,3]
ǎ: [2,2,0,1,3,2]
Ӄ: [2,2,0,1,3,1]
Ṟ: [2,2,0,1,3,0]
⇨: [2,2,0,1,2,4]
↦: [2,2,0,1,2,3]
⛡: [2,2,0,1,2,2]
¾: [2,2,0,1,2,1]
Ṻ: [2,2,0,1,2,0]
⸱: [2,2,0,1,1,4]
⌔: [2,2,0,1,1,3]
⋊: [2,2,0,1,1,2]
ҧ: [2,2,0,1,1,1]
Ṵ: [2,2,0,1,1,0,4]
┟: [2,2,0,1,1,0,3]
Ỵ: [2,2,0,1,1,0,2]
⌿: [2,2,0,1,1,0,1]
╖: [2,2,0,1,1,0,0]
⍂: [2,2,0,1,0,4]
ỉ: [2,2,0,1,0,3]
Ѿ: [2,2,0,1,0,2]
ƶ: [2,2,0,1,0,1]
µ: [2,2,0,1,0,0]
⇴: [2,2,0,0,4]
Ŷ: [2,2,0,0,3]
ƽ: [2,2,0,0,2,4]
◶: [2,2,0,0,2,3]
⛧: [2,2,0,0,2,2]
⸟: [2,2,0,0,2,1]
ẳ: [2,2,0,0,2,0,4]
®: [2,2,0,0,2,0,3]
⋃: [2,2,0,0,2,0,2]
⸌: [2,2,0,0,2,0,1]
⇙: [2,2,0,0,2,0,0]
Ɗ: [2,2,0,0,1,4]
Ṑ: [2,2,0,0,1,3]
⊂: [2,2,0,0,1,2]
ή: [2,2,0,0,1,1,4]
⅍: [2,2,0,0,1,1,3]
Ě: [2,2,0,0,1,1,2]
╆: [2,2,0,0,1,1,1]
♮: [2,2,0,0,1,1,0]
⇔: [2,2,0,0,1,0,4]
☞: [2,2,0,0,1,0,3]
s: [2,2,0,0,1,0,2]
‸: [2,2,0,0,1,0,1]
Ấ: [2,2,0,0,1,0,0]
ℬ: [2,2,0,0,0]
à: [2,1,4]
◄: [2,1,3,4]
☩: [2,1,3,3]
╺: [2,1,3,2,4]
∯: [2,1,3,2,3]
┵: [2,1,3,2,2,4]
⁛: [2,1,3,2,2,3]
ȅ: [2,1,3,2,2,2]
⛖: [2,1,3,2,2,1]
א: [2,1,3,2,2,0]
Ȧ: [2,1,3,2,1,4]
֖: [2,1,3,2,1,3]
◩: [2,1,3,2,1,2]
⌱: [2,1,3,2,1,1]
℆: [2,1,3,2,1,0]
⚉: [2,1,3,2,0,4]
⍙: [2,1,3,2,0,3]
∊: [2,1,3,2,0,2]
ℝ: [2,1,3,2,0,1]
Í: [2,1,3,2,0,0]
◝: [2,1,3,1,4]
⚬: [2,1,3,1,3,4]
Ȫ: [2,1,3,1,3,3]
∗: [2,1,3,1,3,2]
Ħ: [2,1,3,1,3,1]
Ѹ: [2,1,3,1,3,0]
┆: [2,1,3,1,2,4]
?: [2,1,3,1,2,3]
↹: [2,1,3,1,2,2]
ẇ: [2,1,3,1,2,1]
Ѯ: [2,1,3,1,2,0]
Ĝ: [2,1,3,1,1,4]
ƅ: [2,1,3,1,1,3]
ƍ: [2,1,3,1,1,2]
á: [2,1,3,1,1,1]
▬: [2,1,3,1,1,0]
⎔: [2,1,3,1,0]
֛: [2,1,3,0,4]
╜: [2,1,3,0,3]
ợ: [2,1,3,0,2,4]
≸: [2,1,3,0,2,3]
γ: [2,1,3,0,2,2]
j: [2,1,3,0,2,1]
⌒: [2,1,3,0,2,0]
◱: [2,1,3,0,1,4]
ϲ: [2,1,3,0,1,3]
⎄: [2,1,3,0,1,2]
ź: [2,1,3,0,1,1]
ӗ: [2,1,3,0,1,0]
ҹ: [2,1,3,0,0]
ә: [2,1,2,4]
⸢: [2,1,2,3,4]
Ƒ: [2,1,2,3,3]
η: [2,1,2,3,2]
х: [2,1,2,3,1]
a: [2,1,2,3,0]
²: [2,1,2,2,4]
ş: [2,1,2,2,3]
ℹ: [2,1,2,2,2,4]
♝: [2,1,2,2,2,3]
ǀ: [2,1,2,2,2,2]
┉: [2,1,2,2,2,1]
ң: [2,1,2,2,2,0]
⸩: [2,1,2,2,1,4]
ȯ: [2,1,2,2,1,3]
⌰: [2,1,2,2,1,2]
є: [2,1,2,2,1,1]
§: [2,1,2,2,1,0]
Ữ: [2,1,2,2,0]
ƪ: [2,1,2,1,4]
▯: [2,1,2,1,3]
ς: [2,1,2,1,2,4]
ℇ: [2,1,2,1,2,3]
ǔ: [2,1,2,1,2,2]
һ: [2,1,2,1,2,1]
ℴ: [2,1,2,1,2,0]
Ϥ: [2,1,2,1,1,4]
☫: [2,1,2,1,1,3]
ṭ: [2,1,2,1,1,2]
⋜: [2,1,2,1,1,1]
☸: [2,1,2,1,1,0]
↔: [2,1,2,1,0,4]
ϭ: [2,1,2,1,0,3]
